Date;Source;Target;Label
2024-01-02;ISRAEL;PALESTINIAN;180
2024-01-02;ISRAEL;PALESTINIAN;183
2024-01-02;ISRAEL;DISPLACED PEOPLE;130
2024-01-02;ISRAEL;PRIME MINISTER;120
2024-01-02;ISRAEL;AUSTRALIA;190
2024-01-02;ISRAEL;AUSTRALIAN;190
2024-01-02;ISRAEL;GAZA;190
2024-01-02;LAWYER;ISRAEL;010
2024-01-02;CAPTAIN;ISRAEL;190
2024-01-02;CAPTAIN;GAZA;190
2024-01-02;PALESTINE;;017
2024-01-02;PALESTINE;;017
2024-01-02;PALESTINE;;124
2024-01-02;PALESTINE;;124
2024-01-02;GAZA;ISRAEL;190
2024-01-02;GAZA;ISRAEL;190
2024-01-02;GAZA;ISRAEL;190
2024-01-02;GAZA;ISRAEL;190
2024-01-02;HAMAS;ISRAEL;194
2024-01-02;HAMAS;ISRAEL;194
2024-01-02;HAMAS;UNITED STATES;180
2024-01-02;SYRIAN;ISRAEL;051
2023-01-02;GOVERNMENT;ISRAEL;020
2024-01-02;AUSTRALIAN;ISRAEL;062
2024-01-02;AUSTRALIAN;ISRAEL;062
2024-01-02;AUSTRALIAN;ISRAEL;062
2024-01-02;AUSTRALIAN;ISRAEL;062
2024-01-02;TORONTO;GAZA;141
2024-01-02;TORONTO;PALESTINE;172
2024-01-02;TORONTO;PALESTINE;172
2024-01-02;CANADA;ISRAEL;141
2024-01-02;CANADA;ISRAEL;141
2024-01-02;CANADA;ISRAEL;172
2024-01-02;TORONTO;GAZA;141
2024-01-02;TORONTO;PALESTINE;172
2024-01-02;TORONTO;PALESTINE;172
2024-01-02;PRIME MINISTER;ISRAEL;043
2024-01-02;AUTHORITIES;ISRAEL;190
2024-01-02;PRIME MINISTER;HAMAS;043
2024-01-02;DEFENSE MINIST;ISRAEL;115
2024-01-02;DEFENSE MINIST;HAMAS;190
2024-01-02;ISRAEL;;010
2024-01-02;ISRAEL;;138
2024-01-02;ISRAEL;PRIME MINISTER;042
2024-01-02;ISRAEL;PRIME MINISTER;190
2024-01-02;ISRAEL;HOSPITAL;190
2024-01-02;ISRAEL;HOSPITAL;190
2024-01-02;ISRAEL;ISRAEL;190
2024-01-02;ISRAEL;ISRAEL;013
2024-01-02;ISRAEL;ISRAEL;110
2024-01-02;ISRAEL;ISRAEL;125
2024-01-02;ISRAEL;HIGH COURT;112
2024-01-02;ISRAEL;PALESTINIAN;020
2024-01-02;ISRAEL;GAZA;0874
2024-01-02;ISRAEL;HAMAS;022
2024-01-02;ISRAEL;HAMAS;051
2024-01-02;ISRAEL;HAMAS;173
2024-01-02;ISRAEL;HAMAS;190
2024-01-02;ISRAEL;HAMAS;080
2024-01-02;ISRAEL;HAMAS;080
2024-01-02;ISRAEL;UNITED STATES;020
2024-01-02;ISRAEL;NEW YORK;180
2024-01-02;ISRAEL;REUTERS;010
2024-01-02;ISRAEL;REUTERS;013
2024-01-02;ISRAEL;REUTERS;070
2024-01-02;ISRAEL;POLICE;111
2024-01-02;ISRAEL;POLICE;112
2024-01-02;ISRAEL;PALESTINIAN;020
2024-01-02;ISRAEL;HAMAS;043
2024-01-02;ISRAEL;ISRAEL;010
2024-01-02;ISRAEL;ISRAEL;010
2024-01-02;ISRAEL;;190
2024-01-02;ISRAEL;ISRAELI;020
2024-01-02;ISRAEL;ISRAEL;1123
2024-01-02;ISRAEL;ISRAEL;115
2024-01-02;ISRAEL;HAMAS;190
2024-01-02;ISRAEL;;020
2024-01-02;JEWISH;ISRAEL;013
2024-01-02;JEWISH;ISRAEL;051
2024-01-02;JEWISH;GAZA;013
2024-01-02;JEWISH;GAZA;051
2024-01-02;JEWISH;ISRAEL;010
2024-01-02;LEBANESE;ISRAEL;080
2024-01-02;LEBANON;ISRAEL;080
2024-01-02;MEDIA;HAMAS;190
2024-01-02;GAZA;;110
2024-01-02;GAZA;;125
2024-01-02;GAZA;AUSTRALIA;190
2024-01-02;GAZA;ISRAEL;010
2024-01-02;GAZA;ISRAEL;010
2024-01-02;GAZA;ISRAEL;013
2024-01-02;GAZA;ISRAEL;013
2024-01-02;GAZA;ISRAEL;110
2024-01-02;GAZA;ISRAEL;110
2024-01-02;GAZA;ISRAEL;125
2024-01-02;GAZA;ISRAEL;125
2024-01-02;PALESTINE;ISRAEL;020
2024-01-02;PALESTINE;ISRAEL;020
2024-01-02;HAMAS;;010
2024-01-02;HAMAS;;120
2024-01-02;HAMAS;PRIME MINISTER;042
2024-01-02;HAMAS;ISRAEL;190
2024-01-02;HAMAS;ISRAEL;190
2024-01-02;HAMAS;ISRAEL;042
2024-01-02;HAMAS;ISRAEL;042
2024-01-02;HAMAS;ISRAEL;020
2024-01-02;HAMAS;ISRAEL;020
2024-01-02;HAMAS;NEW YORK;020
2024-01-02;PALESTINE;;020
2024-01-02;PALESTINE;;020
2024-01-02;EXTREMIST;PALESTINE;020
2024-01-02;EXTREMIST;PALESTINE;020
2024-01-02;PRISON;ISRAEL;186
2024-01-02;PRISON;ISRAEL;186
2024-01-02;PRISON;ISRAEL;186
2024-01-02;VILLAGE;ISRAEL;040
2024-01-02;CIVILIAN;ISRAEL;173
2024-01-02;CIVILIAN;GAZA;173
2024-01-02;THE UN;ISRAEL;112
2024-01-02;IRAN;ISRAEL;036
2024-01-02;IRAN;ISRAEL;046
2024-01-02;IRAN;ISRAEL;046
2024-01-02;IRAN;GAZA;036
2024-01-02;IRAN;GAZA;046
2024-01-02;IRAN;GAZA;046
2024-01-02;ISRAEL;;042
2024-01-02;ISRAEL;;042
2024-01-02;ISRAEL;;1712
2024-01-02;ISRAEL;VILLAGE;040
2024-01-02;ISRAEL;PRIME MINISTER;1412
2024-01-02;ISRAEL;IRAN;046
2024-01-02;ISRAEL;ISRAEL;1412
2024-01-02;ISRAEL;ISRAEL;020
2024-01-02;ISRAEL;LEBANON;040
2024-01-02;ISRAEL;GAZA;0874
2024-01-02;ISRAEL;GAZA;1822
2024-01-02;ISRAEL;HAMAS;042
2024-01-02;ISRAEL;FIGHTER;190
2024-01-02;ISRAEL;GOVERNMENT;190
2024-01-02;ISRAEL;ISRAELI;020
2024-01-02;ISRAEL;JUDICIARY;120
2024-01-02;ISRAEL;ISRAEL;032
2024-01-02;ISRAEL;ISRAEL;0874
2024-01-02;ISRAEL;GAZA;032
2024-01-02;ISRAEL;GAZA;0874
2024-01-02;ISRAEL;WEST BANK;173
2024-01-02;ISRAEL;HAMAS;173
2024-01-02;ISRAEL;HAMAS;173
2024-01-02;ISRAEL;RESISTANCE GROUP;130
2024-01-02;ISRAEL;ISRAEL;173
2024-01-02;JEWISH;ISRAEL;020
2024-01-02;JEWISH;ISRAEL;141
2024-01-02;SUPREME COURT;ISRAEL;129
2024-01-02;EMPLOYEE;ISRAEL;112
2024-01-02;EMPLOYEE;ISRAEL;1821
2024-01-02;LEBANON;ISRAEL;040
2024-01-02;RESERVIST;ISRAEL;110
2024-01-02;ISLAMIC;ISRAEL;110
2024-01-02;ISLAMIC;ISRAEL;130
2024-01-02;ISLAMIC;PALESTINE;130
2024-01-02;ISLAMIC;PALESTINE;130
2024-01-02;ISLAMIC;PALESTINE;130
2024-01-02;ISLAMIC;PALESTINE;130
2024-01-02;PROTESTER;ISRAEL;051
2024-01-02;GAZA;REGIME;190
2024-01-02;GAZA;IRAN;046
2024-01-02;GAZA;ISRAEL;182
2024-01-02;GAZA;ISRAEL;182
2024-01-02;GAZA;HAMAS;042
2024-01-02;PALESTINE;RESISTANCE GROUP;130
2024-01-02;PALESTINE;RESISTANCE GROUP;130
2024-01-02;PALESTINE;RESISTANCE GROUP;130
2024-01-02;PALESTINE;RESISTANCE GROUP;130
2024-01-02;HAMAS;ISRAEL;181
2024-01-02;HAMAS;ISRAEL;181
2024-01-02;HAMAS;;111
2024-01-02;HAMAS;ISRAEL;141
2024-01-02;HAMAS;ISRAEL;141
2024-01-02;HAMAS;ISRAEL;043
2024-01-02;HAMAS;ISRAEL;043
2024-01-02;HAMAS;ISRAEL;181
2024-01-02;HAMAS;ISRAEL;181
2024-01-02;HAMAS;ISRAEL;190
2024-01-02;HAMAS;ISRAEL;190
2024-01-02;HAMAS;GAZA;043
2024-01-02;HAMAS;GAZA;043
2024-01-02;HAMAS;GAZA;181
2024-01-02;HAMAS;GAZA;181
2024-01-02;PALESTINE;ISRAEL;173
2024-01-02;PALESTINE;ISRAEL;173
2024-01-02;EXTREMIST;ISRAEL;020
2024-01-02;EXTREMIST;ISRAEL;020
2024-01-02;AMERICAN;YEMEN;040
2024-01-02;AMERICAN;YEMEN;190
2024-01-02;YEMEN;AMERICAN;040
2024-01-02;AFRICA;ISRAEL;053
2024-01-02;VILLAGE;ISRAEL;190
2024-01-02;ISRAEL;AUSTRALIA;190
2024-01-02;ISRAEL;FRANCE;013
2024-01-02;ISRAEL;LEBANON;120
2024-01-02;ISRAEL;MILITARY PERSONNEL;010
2024-01-02;ISRAEL;HAMAS;010
2024-01-02;ISRAEL;HAMAS;190
2024-01-02;ISRAEL;FIGHTER;195
2024-01-02;ISRAEL;FIGHTER;195
2024-01-02;ISRAEL;AMERICAN;190
2024-01-02;ISRAEL;;042
2024-01-02;ISRAEL;AUSTRALIA;190
2024-01-02;ISRAEL;MILITARY PERSONNEL;010
2024-01-02;ADMIRAL;ISRAEL;010
2024-01-02;GAZA;ISRAEL;190
2024-01-02;GAZA;ISRAEL;190
2024-01-02;GAZA;ISRAEL;190
2024-01-02;GAZA;ISRAEL;190
2024-01-02;HAMAS;;071
2024-01-02;HAMAS;ISRAEL;084
2024-01-02;HAMAS;ISRAEL;084
2024-01-02;HAMAS;ISRAEL;190
2024-01-02;HAMAS;ISRAEL;190
2024-01-02;HAMAS;ISRAEL;190
2024-01-02;HAMAS;ISRAEL;190
2024-01-02;HAMAS;ISRAEL;190
2024-01-02;HAMAS;ISRAEL;190
2024-01-02;HAMAS;ISRAEL;1123
2024-01-02;HAMAS;ISRAEL;1123
2024-01-02;HAMAS;ISRAEL;194
2024-01-02;HAMAS;ISRAEL;194
2024-01-02;HAMAS;ISRAEL;194
2024-01-02;HAMAS;ISRAEL;194
2024-01-02;HAMAS;GAZA;194
2024-01-02;HAMAS;GAZA;194
2024-01-02;FIGHTER;YEMEN;072
2024-01-02;UKRAINE;ISRAEL;051
2024-01-02;UKRAINE;ISRAEL;051
2024-01-02;UKRAINE;ISRAEL;060
2024-01-02;UKRAINE;ISRAEL;060
2024-01-02;THE US;ISRAEL;012
2024-01-02;THE US;ISRAEL;012
2024-01-02;THE US;ISRAEL;051
2024-01-02;UNITED STATES;ISRAEL;100
2024-01-02;UNITED STATES;ISRAEL;100
2024-01-02;YEMEN;UNITED STATES;138
2024-01-02;AFRICA;ISRAEL;010
2024-01-02;PROFESSOR;ISRAEL;111
2024-01-02;UNITED KINGDOM;ISRAEL;111
2024-01-02;UNITED KINGDOM;ISRAEL;111
2024-01-02;BRITISH;GAZA;138
2024-01-02;UNITED KINGDOM;ISRAEL;138
2024-01-02;BRITISH;GAZA;138
2024-01-02;ISRAEL;;046
2024-01-02;ISRAEL;;057
2024-01-02;ISRAEL;;073
2024-01-02;ISRAEL;CIVILIAN;202
2024-01-02;ISRAEL;LEBANESE;191
2024-01-02;ISRAEL;LEBANESE;191
2024-01-02;ISRAEL;LEBANESE;193
2024-01-02;ISRAEL;LEBANESE;193
2024-01-02;ISRAEL;MEDIA;020
2024-01-02;ISRAEL;IMAM;020
2024-01-02;ISRAEL;PALESTINIAN;010
2024-01-02;ISRAEL;GAZA;110
2024-01-02;ISRAEL;HAMAS;051
2024-01-02;ISRAEL;HAMAS;010
2024-01-02;ISRAEL;PALESTINIAN;051
2024-01-02;ISRAEL;ISRAEL;111
2024-01-02;ISRAEL;STUDENT;020
2024-01-02;ISRAEL;REGIME;0831
2024-01-02;ISRAEL;JUDGE;010
2024-01-02;ISRAEL;JUDGE;111
2024-01-02;ISRAEL;POLITICIAN;010
2024-01-02;ISRAEL;GAZA;020
2024-01-02;ISRAEL;AFRICA;051
2024-01-02;ISRAEL;AFRICA;051
2024-01-02;ISRAEL;HAMAS;114
2024-01-02;ISRAEL;SOUTH AFRICAN;051
2024-01-02;ISRAEL;MEDIA;020
2024-01-02;ISRAEL;ISRAEL;051
2024-01-02;ULTRA ORTHODOX;ISRAEL;051
2024-01-02;ARMY;GAZA;060
2024-01-02;ARMY;GAZA;0874
2024-01-02;MILITARY SPOKESMAN;HAMAS;010
2024-01-02;DEMONSTRATOR;ISRAEL;020
2024-01-02;DEMONSTRATOR;ISRAEL;141
2024-01-02;GAZA;;046
2024-01-02;GAZA;ISRAEL;043
2024-01-02;GAZA;ISRAEL;043
2024-01-02;GAZA;HAMAS;051
2024-01-02;PALESTINE;HAMAS;114
2024-01-02;PALESTINE;HAMAS;114
2024-01-02;PALESTINE;YEMENI;043
2024-01-02;PALESTINE;SOUTH AFRICAN;051
2024-01-02;PALESTINE;SOUTH AFRICAN;051
2024-01-02;PALESTINE;GAZA;020
2024-01-02;PALESTINE;GAZA;020
2024-01-02;PALESTINE;HAMAS;114
2024-01-02;PALESTINE;HAMAS;114
2024-01-02;PALESTINE;SOUTH AFRICAN;051
2024-01-02;PALESTINE;SOUTH AFRICAN;051
2024-01-02;PALESTINE;MEDIA;020
2024-01-02;PALESTINE;ISRAEL;051
2024-01-02;PALESTINE;ISRAEL;051
2024-01-02;YEMEN;YEMEN;111
2024-01-02;YEMEN;;111
2024-01-02;YEMEN;PALESTINE;042
2024-01-02;YEMEN;PALESTINE;042
2024-01-02;SOUTH AFRICAN;ISRAEL;115
2023-12-26;ISRAEL;LEBANON;195
2024-01-02;POLICE;GAZA;043
2024-01-02;CABINET;ISRAEL;040
2024-01-02;MINISTRY;ISRAEL;1123
2024-01-02;MINISTRY;ISRAEL;1123
2024-01-02;MINISTRY;ISRAEL;1123
2024-01-02;IRAN;ISRAEL;190
2024-01-02;ISRAEL;;012
2024-01-02;ISRAEL;;013
2024-01-02;ISRAEL;;071
2024-01-02;ISRAEL;;1711
2024-01-02;ISRAEL;;195
2024-01-02;ISRAEL;;195
2024-01-02;ISRAEL;DJIBOUTI;013
2024-01-02;ISRAEL;DJIBOUTI;013
2024-01-02;ISRAEL;CABINET;111
2024-01-02;ISRAEL;CABINET;120
2024-01-02;ISRAEL;CABINET;164
2024-01-02;ISRAEL;ISRAELI;112
2024-01-02;ISRAEL;ISRAEL;190
2024-01-02;ISRAEL;LEBANON;195
2024-01-02;ISRAEL;GAZA;0874
2024-01-02;ISRAEL;GAZA;0874
2024-01-02;ISRAEL;GAZA;0874
2024-01-02;ISRAEL;WEST BANK;173
2024-01-02;ISRAEL;HAMAS;173
2024-01-02;ISRAEL;HAMAS;138
2024-01-02;ISRAEL;MILITANT;051
2024-01-02;ISRAEL;FIGHTER;190
2024-01-02;ISRAEL;MILITANT;195
2024-01-02;ISRAEL;MILITANT;195
2024-01-02;ISRAEL;MILITANT;195
2024-01-02;ISRAEL;UNITED STATES;012
2024-01-02;ISRAEL;UNITED STATES;012
2024-01-02;ISRAEL;WASHINGTON;043
2024-01-02;ISRAEL;UNITED STATES;043
2024-01-02;ISRAEL;ISRAELI;112
2024-01-02;ISRAEL;GAZA;190
2024-01-02;ISRAEL;;020
2024-01-02;ISRAEL;ISRAEL;0874
2024-01-02;ISRAEL;LEBANON;195
2024-01-02;ISRAEL;MEDIA;015
2024-01-02;ISRAEL;MEDIA;015
2024-01-02;ISRAEL;MEDIA;194
2024-01-02;ISRAEL;MEDIA;194
2024-01-02;ISRAEL;MEDIA;194
2024-01-02;ISRAEL;GAZA;0874
2024-01-02;ISRAEL;ISRAEL;030
2024-01-02;ISRAEL;TERRORIST;010
2024-01-02;LOCAL MEDIA;ISRAEL;190
2024-01-02;ADMIRAL;ISRAEL;020
2024-01-02;OPPOSITION LEADER;ISRAEL;030
2024-01-02;GAZA;POLICE;042
2024-01-02;WEST BANK;ISRAEL;071
2024-01-02;PALESTINE;ISRAEL;080
2024-01-02;PALESTINE;ISRAEL;080
2024-01-02;WEST BANK;ISRAEL;1711
2024-01-02;GAZA;ISRAEL;190
2024-01-02;GAZA;ISRAEL;190
2024-01-02;PALESTINE;LEBANON;010
2024-01-02;PALESTINE;LEBANON;010
2024-01-02;HAMAS;ISRAEL;173
2024-01-02;HAMAS;ISRAEL;173
2024-01-02;FIGHTER;ISRAEL;010
2024-01-02;WASHINGTON;ISRAEL;042
2024-01-02;UNITED STATES;ISRAEL;042
2024-01-02;WASHINGTON;ISRAEL;195
2024-01-02;AUSTRALIAN;ISRAEL;051
2024-01-02;AUSTRALIA;ISRAEL;051
2024-01-02;AUSTRALIAN;GAZA;051
2024-01-02;EHUD BARAK;ISRAEL;112
2024-01-02;ISRAEL;HAMAS;111
2024-01-02;ISRAEL;HAMAS;180
2024-01-02;ISRAEL;HAMAS;180
2024-01-02;CONGRESS;ISRAEL;020
2024-01-02;CONGRESS;ISRAEL;071
2024-01-02;AIRCRAFT CARRIER;ISRAEL;051
2024-01-02;AIRCRAFT CARRIER;ISRAEL;051
2024-01-02;HAMAS;ISRAEL;190
2024-01-02;HAMAS;ISRAEL;190
2024-01-02;HAMAS;CAPTAIN;190
2023-12-03;AMERICAN;HAMAS;0311
2024-01-02;AFRICA;ISRAEL;051
2024-01-02;AFRICA;ISRAEL;051
2024-01-02;AFRICA;PALESTINE;051
2024-01-02;AFRICA;PALESTINE;051
2024-01-02;COMMUNITY;ISRAEL;194
2024-01-02;COMMUNITY;ISRAEL;194
2024-01-02;SCHOOL;ISRAEL;194
2024-01-02;HOSPITAL;ISRAEL;194
2024-01-02;HOSPITAL;ISRAEL;194
2024-01-02;INTERNATIONAL COURT OF JUSTICE;ISRAEL;1124
2024-01-02;IRANIAN;ISRAEL;036
2024-01-02;IRANIAN;ISRAEL;042
2024-01-02;IRAN;PALESTINE;042
2024-01-02;IRAN;PALESTINE;042
2024-01-02;PERSIA;PALESTINE;042
2024-01-02;PERSIA;PALESTINE;042
2024-01-02;ISRAEL;;036
2024-01-02;ISRAEL;;051
2024-01-02;ISRAEL;;075
2024-01-02;ISRAEL;;075
2024-01-02;ISRAEL;;084
2024-01-02;ISRAEL;;084
2024-01-02;ISRAEL;;133
2024-01-02;ISRAEL;EGYPT;075
2024-01-02;ISRAEL;EGYPT;075
2024-01-02;ISRAEL;EGYPT;075
2024-01-02;ISRAEL;HEALTH MINIST;012
2024-01-02;ISRAEL;IRANIAN;043
2024-01-02;ISRAEL;IRAN;043
2024-01-02;ISRAEL;COMMANDER;042
2024-01-02;ISRAEL;CAPTAIN;190
2024-01-02;ISRAEL;CAPTAIN;190
2024-01-02;ISRAEL;GAZA;112
2024-01-02;ISRAEL;HAMAS;138
2024-01-02;ISRAEL;HAMAS;138
2024-01-02;ISRAEL;UNITED STATES;043
2024-01-02;COMMANDER;ISRAEL;043
2024-01-02;COMMANDER;ISRAEL;181
2024-01-02;PALESTINE;;043
2024-01-02;GAZA;HEALTH MINIST;012
2024-01-02;PALESTINE;IRAN;043
2024-01-02;PALESTINE;IRAN;043
2024-01-02;PALESTINE;PERSIA;043
2024-01-02;PALESTINE;PERSIA;043
2024-01-02;GAZA;ISRAEL;133
2024-01-02;GAZA;ISRAEL;133
2024-01-02;WEST BANK;ISRAEL;194
2024-01-02;GAZA;CAPTAIN;190
2024-01-02;HAMAS;GOVERNMENT;051
2024-01-02;HAMAS;GOVERNMENT;051
2024-01-02;UNITED STATES;ISRAEL;042
2024-01-02;WASHINGTON;ISRAEL;195
2024-01-02;CITIZEN;ISRAEL;090
2024-01-02;EGYPTIAN;ISRAEL;138
2024-01-02;EGYPTIAN;ISRAEL;138
2024-01-02;EGYPTIAN;HAMAS;138
2024-01-02;EGYPTIAN;HAMAS;138
2024-01-02;SEMI OFFICIAL;YEMEN;190
2024-01-02;ISRAEL;;110
2024-01-02;ISRAEL;;110
2024-01-02;ISRAEL;;141
2024-01-02;ISRAEL;;195
2024-01-02;ISRAEL;JUSTICE MINISTER;112
2024-01-02;ISRAEL;ISRAEL;010
2024-01-02;ISRAEL;JEWISH;080
2024-01-02;ISRAEL;JEWISH;080
2024-01-02;ISRAEL;LEBANON;120
2024-01-02;ISRAEL;LEBANESE;120
2024-01-02;ISRAEL;GAZA;110
2024-01-02;ISRAEL;GAZA;112
2024-01-02;ISRAEL;GAZA;112
2024-01-02;ISRAEL;PALESTINIAN;203
2024-01-02;ISRAEL;REUTERS;190
2024-01-02;ISRAEL;PALESTINIAN;203
2024-01-02;ISRAEL;;024
2024-01-02;ISRAEL;PRIME MINISTER;129
2024-01-02;ISRAEL;ISRAEL;129
2024-01-02;LEBANON;ISRAEL;010
2024-01-02;LEBANON;ISRAEL;010
2024-01-02;GAZA;ISRAEL;190
2024-01-02;GAZA;ISRAEL;190
2024-01-02;GAZA;ISRAEL;190
2024-01-02;GAZA;ISRAEL;190
2024-01-02;PALESTINE;ARMY;203
2024-01-02;PALESTINE;ARMY;203
2024-01-02;REFUGEE;GAZA;194
2024-01-02;REFUGEE;GAZA;194
2024-01-02;UNITED STATES;ISRAEL;020
2024-01-02;WASHINGTON;ISRAEL;020
2024-01-02;UNITED STATES;ISRAEL;020
2024-01-02;WASHINGTON;ISRAEL;020
2024-01-02;WASHINGTON;ISRAEL;020
2024-01-02;WASHINGTON;ISRAEL;100
2024-01-02;WASHINGTON;ISRAEL;100
2023-12-26;ISRAEL;PRIME MINISTER;040
2023-12-26;ISRAEL;ISRAEL;040
2023-12-26;ISRAEL;ISRAEL;090
2023-12-26;ISRAEL;PALESTINIAN;090
2024-01-02;PRIME MINISTER;ISRAEL;010
2024-01-02;PRIME MINISTER;ISRAEL;010
2024-01-02;DEFENCE SECRETARY;YEMEN;138
2024-01-02;IRANIAN;ISRAEL;190
2024-01-02;IRANIAN;GAZA;190
2024-01-02;IRAN;YEMEN;042
2024-01-02;IRAN;YEMEN;042
2024-01-02;IRAN;YEMEN;042
2024-01-02;ISRAEL;;060
2024-01-02;ISRAEL;MINIST;112
2024-01-02;ISRAEL;GOVERNMENT;190
2024-01-02;ISRAEL;GOVERNMENT;190
2024-01-02;ISRAEL;ARMY CHIEF OF STAFF;100
2024-01-02;ISRAEL;OPPOSITION LEADER;051
2024-01-02;ISRAEL;PAKISTANI;020
2024-01-02;ISRAEL;PAKISTAN;020
2024-01-02;ISRAEL;PHILIPPINE;042
2024-01-02;ISRAEL;UNITED STATES;043
2024-01-02;ISRAEL;UNITED STATES;051
2024-01-02;ISRAEL;WASHINGTON;051
2024-01-02;ISRAEL;ISRAEL;010
2024-01-02;ISRAEL;ISRAEL;013
2024-01-02;ISRAEL;DEFENSE FORCE;190
2024-01-02;ISRAEL;ISRAEL;110
2024-01-02;ISRAEL;GAZA;110
2024-01-02;SUPREME COURT;ISRAEL;172
2024-01-02;NAVAL;YEMEN;042
2024-01-02;MILITARY;YEMEN;190
2024-01-02;PHILIPPINE;ISRAEL;043
2024-01-02;PHILIPPINE;ISRAEL;071
2024-01-02;GAZA;;120
2024-01-02;GAZA;ISRAEL;111
2024-01-02;GAZA;ISRAEL;111
2024-01-02;GAZA;ISRAEL;120
2024-01-02;GAZA;ISRAEL;120
2024-01-02;PALESTINE;ISRAEL;1246
2024-01-02;PALESTINE;ISRAEL;1246
2024-01-02;PALESTINE;ISRAEL;1246
2024-01-02;PALESTINE;ISRAEL;1246
2024-01-02;PALESTINE;WASHINGTON;030
2024-01-02;OCCUPIED TERRITORIES;YEMEN;043
2024-01-02;OCCUPIED TERRITORIES;YEMEN;043
2024-01-02;UNITED STATES;ISRAEL;042
2024-01-02;YEMEN;HANGZHOU;012
2024-01-02;YEMEN;IRAN;043
2024-01-02;YEMEN;IRAN;043
2024-01-02;YEMEN;IRAN;043
2024-01-02;YEMEN;NAVAL;043
2024-01-02;YEMEN;ISRAEL;030
2024-01-02;YEMEN;ISRAEL;030
2024-01-02;YEMEN;ISRAEL;030
2024-01-02;YEMEN;ISRAEL;030
2024-01-02;YEMEN;ISRAEL;030
2024-01-02;YEMEN;ISRAEL;030
2024-01-02;YEMEN;MILITARY FORCE;130
2024-01-02;YEMEN;MILITARY FORCE;130
2024-01-02;YEMEN;YEMEN;138
2024-01-02;YEMEN;OCCUPIED TERRITORIES;042
2024-01-02;YEMEN;OCCUPIED TERRITORIES;042
2024-01-02;YEMEN;PALESTINE;051
2024-01-02;YEMEN;PALESTINE;051
2024-01-02;YEMEN;PALESTINE;051
2024-01-02;YEMEN;PALESTINE;051
2024-01-02;YEMEN;PALESTINE;051
2024-01-02;YEMEN;PALESTINE;051
2024-01-02;YEMEN;YEMENI;190
2024-01-02;YEMEN;YEMENI;190
2023-12-26;AMERICAN;ISRAEL;010
2024-01-02;CARGO SHIP;ISRAEL;042
2024-01-02;CARGO SHIP;ISRAEL;138
2024-01-02;CARGO SHIP;ISRAEL;190
2024-01-02;CARGO SHIP;YEMEN;190
2024-01-02;COLLEGE;ISRAEL;180
2024-01-02;ADMINISTRATION;ISRAEL;036
2024-01-02;ADMINISTRATION;ISRAEL;042
2024-01-02;ISRAEL;;150
2024-01-02;ISRAEL;CARGO SHIP;043
2024-01-02;ISRAEL;ADMINISTRATION;036
2024-01-02;ISRAEL;ADMINISTRATION;043
2024-01-02;ISRAEL;ARABIAN SEA;043
2024-01-02;ISRAEL;PAKISTAN;020
2024-01-02;ISRAEL;PAKISTANI;020
2024-01-02;ISRAEL;GAZA;150
2024-01-02;ISRAEL;HAMAS;138
2024-01-02;ISRAEL;UKRAINE;124
2024-01-02;ISRAEL;UKRAINE;124
2024-01-02;ISRAEL;UKRAINE;124
2024-01-02;ISRAEL;UKRAINE;124
2024-01-02;ISRAEL;THE US;020
2024-01-02;ISRAEL;JOE BIDEN;130
2024-01-02;ISRAEL;YEMEN;043
2024-01-02;ISRAEL;GOVERNMENT;127
2024-01-02;ARABIAN SEA;ISRAEL;042
2024-01-02;ARABIAN SEA;ISRAEL;138
2024-01-02;ARABIAN SEA;ISRAEL;190
2024-01-02;WARSHIP;HAMAS;042
2024-01-02;HAMAS;WARSHIP;043
2024-01-02;THE US;YEMEN;193
2024-01-02;THE US;YEMEN;193
2024-01-02;YEMEN;ISRAEL;042
2024-01-02;YEMEN;ISRAEL;042
2024-01-02;YEMEN;ISRAEL;138
2024-01-02;YEMEN;ISRAEL;138
2024-01-02;YEMEN;ISRAEL;190
2024-01-02;YEMEN;ISRAEL;190
2024-01-02;UNITED ARAB EMIRATES;HAMAS;120
2024-01-02;UNITED ARAB EMIRATES;HAMAS;120
2024-01-02;UNITED ARAB EMIRATES;HAMAS;120
2024-01-02;EGYPT;ISRAEL;010
2024-01-02;EGYPT;ISRAEL;010
2024-01-02;EGYPT;ISRAEL;0256
2024-01-02;EGYPTIAN;ISRAEL;042
2024-01-02;EGYPTIAN;ISRAEL;042
2024-01-02;EGYPT;ISRAEL;043
2024-01-02;EGYPT;ISRAEL;043
2024-01-02;EGYPT;ISRAEL;043
2024-01-02;EGYPT;ISRAEL;050
2024-01-02;EGYPT;ISRAEL;110
2024-01-02;EGYPTIAN;PALESTINE;020
2024-01-02;EGYPTIAN;PALESTINE;020
2024-01-02;EGYPTIAN;GAZA;110
2024-01-02;EGYPT;ISRAEL;020
2024-01-02;EGYPTIAN;PALESTINE;020
2024-01-02;EGYPTIAN;PALESTINE;020
2024-01-02;EMBASSY;ISRAEL;025
2024-01-02;PRESIDENT;ISRAEL;111
2024-01-02;ARAB LEAGUE;ISRAEL;0256
2024-01-02;ARAB LEAGUE;ISRAEL;0256
2024-01-02;IRAN;ISRAEL;046
2024-01-02;IRAN;ISRAEL;046
2024-01-02;IRAN;GAZA;046
2024-01-02;IRAN;GAZA;046
2024-01-02;IRAN;HAMAS;051
2024-01-02;IRAN;HAMAS;051
